X,T,nextGPA,hsgrade_pct,totcredits_year1,age_at_entry,male,bpl_north_america,loc_campus1,loc_campus2,loc_campus3
-1.100000023841858,0,3.7,53,4,19,1,1,0,1,0
-1,0,3.0799999,63,4,18,1,1,1,0,0
-.8299999833106995,0,2.0799999,82,5,18,1,1,1,0,0
.4000000059604645,1,2,56,4.5,19,1,1,1,0,0
-.75,0,4,66,4,19,0,1,1,0,0
.3100000023841858,1,2.0799999,51,4,19,1,1,0,1,0
-.9800000190734863,0,2.1099999,27,5,19,0,1,1,0,0
-.8500000238418579,0,2.5999999,28,4,19,0,1,1,0,0
-.8399999737739563,0,2.4300001,80,5,19,0,1,1,0,0
-2.279999971389771,0,3.9400001,94,5,18,1,1,1,0,0
-1.039999961853027,0,3.04,20,5,19,1,1,1,0,0
-.8500000238418579,0,2.7,48,4,18,1,1,1,0,0
-.1800000071525574,0,1.3,1,4,19,0,1,0,0,1
-.9399999976158142,0,2.8,41,5,19,0,1,0,1,0
-1.980000019073486,0,3.3399999,55,5,18,0,1,1,0,0
-2.349999904632568,0,3.5,96,5,21,1,1,1,0,0
.3199999928474426,1,1,28,4.5,19,1,1,0,1,0
-.239999994635582,0,2.1500001,14,4,19,1,1,0,0,1
-.0900000035762787,0,2.4400001,12,4,19,0,1,1,0,0
-1.799999952316284,0,3.02,54,5,19,1,1,1,0,0
-.5400000214576721,0,2.03,22,5,18,0,1,0,1,0
-1.899999976158142,0,3.71,81,5,18,0,1,1,0,0
.3499999940395355,1,0,2,4,19,0,1,0,1,0
-1.600000023841858,0,2.22,19,4,19,0,1,1,0,0
-.6200000047683716,0,1.3,78,4.5,20,0,0,0,0,1
-2.299999952316284,0,3.97,100,5,19,0,1,1,0,0
.4699999988079071,1,1,18,4,19,1,1,0,0,1
-1.990000009536743,0,2.27,83,5,17,0,1,1,0,0
-1.490000009536743,0,2.7,34,5,19,0,1,0,0,1
-.9599999785423279,0,1.67,27,5,19,0,1,1,0,0
-1.169999957084656,0,2.5899999,75,5,19,0,1,0,1,0
-.6499999761581421,0,2.5799999,57,4,19,0,1,1,0,0
-.4799999892711639,0,2.76,65,5,19,1,1,1,0,0
-1.120000004768372,0,1.6,42,5,18,0,1,1,0,0
-1.470000028610229,0,3.7,78,5,19,0,1,1,0,0
-1.149999976158142,0,2.9100001,92,4,19,0,1,1,0,0
.0700000002980232,1,1.5,5,4,19,1,1,1,0,0
-1.509999990463257,0,2.49,9,4,19,1,1,0,1,0
-2.25,0,2.8,91,5,20,0,1,1,0,0
.2800000011920929,1,2.95,57,4.5,18,0,1,1,0,0
-1.429999947547913,0,2,38,4,18,0,1,0,1,0
.6399999856948853,1,1.3,22,5,19,1,1,1,0,0
.6700000166893005,1,2,15,3.5,18,0,1,0,0,1
-1.600000023841858,0,2.6800001,74,5,18,0,1,1,0,0
-2.5,0,4,94,5,18,1,1,1,0,0
-.9599999785423279,0,3,86,5,18,0,1,1,0,0
-1.100000023841858,0,3.0599999,81,5,19,1,1,1,0,0
-1.230000019073486,0,2.9100001,3,4,19,0,1,0,0,1
-1.429999947547913,0,2.54,50,4,19,0,1,1,0,0
-.2199999988079071,0,2.28,62,5,18,1,1,1,0,0
.1299999952316284,1,2.7,8,3.5,19,0,1,0,0,1
-1.399999976158142,0,1.5700001,40,4,17,0,1,1,0,0
-.6800000071525574,0,2.0599999,14,4,19,0,1,1,0,0
-1.850000023841858,0,3.7799997,28,5,17,0,1,0,0,1
-1.049999952316284,0,2.3,82,5,18,0,1,1,0,0
-1.25,0,3.7,56,5,17,0,1,1,0,0
-1.590000033378601,0,1,7,4,18,0,1,0,0,1
-1.200000047683716,0,3.24,65,5,18,0,1,1,0,0
-.5799999833106995,0,2.3,34,5,19,1,1,0,1,0
-2.119999885559082,0,2.9200001,99,5,19,0,1,1,0,0
.2199999988079071,1,2.1800001,33,5,19,0,1,1,0,0
-2.339999914169312,0,3.3,44,5,20,1,0,1,0,0
-2.319999933242798,0,3.96,100,5,19,1,1,0,1,0
-1.480000019073486,0,3,42,4,19,0,1,0,1,0
-.4300000071525574,0,1.63,27,5,19,0,1,0,0,1
.2599999904632568,1,1.16,72,5,19,0,1,1,0,0
-1.100000023841858,0,3.8699999,28,5,19,0,1,0,1,0
-.2800000011920929,0,3.1199999,8,4,19,0,0,0,1,0
-1.090000033378601,0,1.76,93,5,18,1,1,1,0,0
-2.160000085830688,0,3.8599999,95,5,18,0,1,1,0,0
-2.099999904632568,0,3.45,81,5,18,0,1,1,0,0
-2.440000057220459,0,4,93,5,18,0,1,1,0,0
.25,1,3.7,19,5,18,0,0,0,1,0
-1.519999980926514,0,3.21,44,4.5,18,0,1,0,0,1
-.2599999904632568,0,1.34,78,4.5,19,0,1,1,0,0
-2.130000114440918,0,3.46,57,4.5,19,1,0,1,0,0
-1.179999947547913,0,3.03,28,4,19,1,1,0,1,0
-.8399999737739563,0,2.5799999,27,5,18,1,1,1,0,0
-1.070000052452087,0,2.45,74,5,19,0,0,1,0,0
-1.5,0,3.0799999,57,5,19,0,1,1,0,0
-1.100000023841858,0,3.1700001,69,5,18,0,1,1,0,0
-2.119999885559082,0,3.78,90,5,18,0,1,1,0,0
-.5899999737739563,0,3,14,4,20,1,1,0,1,0
-2,0,3.0799999,57,4,19,0,1,0,1,0
-1.519999980926514,0,2.7,89,5,21,1,0,0,0,1
-1.100000023841858,0,2.7,45,5,19,0,1,1,0,0
1.370000004768372,1,2,35,4,18,1,1,0,0,1
.2899999916553497,1,1.58,4,4,19,1,0,0,1,0
-.5799999833106995,0,2.4000001,15,5,19,1,1,1,0,0
-.4399999976158142,0,2.79,48,5,19,0,1,1,0,0
-1.960000038146973,0,3.6799998,91,4.5,17,0,0,0,0,1
-.699999988079071,0,2,9,5,19,0,1,0,1,0
-.75,0,2,7,4,18,1,1,0,1,0
-1.669999957084656,0,4,6,5,18,0,1,0,0,1
.2899999916553497,1,0,37,4,19,1,1,1,0,0
-1.210000038146973,0,3.4200001,57,5,19,1,1,1,0,0
-.5299999713897705,0,3.7,54,5,19,0,1,0,1,0
-1.320000052452087,0,3.45,70,5,17,0,1,1,0,0
-1.559999942779541,0,2.1900001,60,5,19,0,1,1,0,0
-.0500000007450581,0,2.2,15,4,18,1,1,0,0,1
-.3300000131130219,0,3,50,4,19,1,1,0,0,1
-.1800000071525574,0,1.08,14,4,19,0,0,1,0,0
-1.100000023841858,0,2.96,25,5,18,1,1,1,0,0
-.6600000262260437,0,2.8800001,22,4.5,20,1,1,1,0,0
-1.299999952316284,0,2.7,36,3.5,19,0,1,0,0,1
-.4799999892711639,0,2.6300001,86,4.5,19,0,1,0,1,0
-5.00000000000e-06,0,2,56,4,20,0,0,1,0,0
-.239999994635582,0,2.1600001,10,4.5,19,1,1,1,0,0
-.9800000190734863,0,2.73,79,5,18,0,1,1,0,0
.25,1,2.49,37,4,19,1,1,1,0,0
-.4799999892711639,0,3.0699999,52,4,19,0,1,0,0,1
-1.200000047683716,0,2.22,49,5,18,0,1,1,0,0
-1,0,1.85,17,5,19,1,1,1,0,0
-.0299999993294477,0,2.5,24,3,18,1,1,0,0,1
1.340000033378601,1,-2.3841858e-08,11,5,17,1,1,0,0,1
.2199999988079071,1,1.16,12,4,18,0,1,0,1,0
-.2800000011920929,0,.75,8,4,18,0,1,0,1,0
-1.919999957084656,0,3.27,95,5,19,0,1,1,0,0
-1.25,0,3.7,30,4,18,0,1,1,0,0
-2.119999885559082,0,3.6199999,55,5,19,0,1,1,0,0
-1.830000042915344,0,3.28,36,4.5,19,0,1,0,1,0
.1500000059604645,1,2,49,4,19,0,1,1,0,0
1.029999971389771,1,1.7,1,3,20,0,1,0,0,1
.9900000095367432,1,.66000003,35,5,19,1,1,1,0,0
-1.379999995231628,0,3.5,62,4,19,0,1,0,0,1
-1.649999976158142,0,3.5599999,68,4,19,0,1,1,0,0
-1.720000028610229,0,2,82,4.5,20,0,0,1,0,0
-1.929999947547913,0,4.0799999,96,5,18,0,1,1,0,0
-.5400000214576721,0,2.7,19,4,19,1,0,0,0,1
-1.200000047683716,0,2.27,81,5,19,0,1,1,0,0
-.7300000190734863,0,2.3,71,3,19,0,1,0,0,1
-2.799999952316284,0,4.3000002,97,5,18,0,1,1,0,0
-.7400000095367432,0,2,38,5,19,0,1,0,0,1
-1.549999952316284,0,1,53,4,19,0,1,0,0,1
-2.400000095367432,0,3.9200001,94,4.5,19,0,1,1,0,0
-1.029999971389771,0,3,32,5,19,1,1,1,0,0
-1.590000033378601,0,3.3,37,5,19,0,1,0,0,1
-.9599999785423279,0,3.25,68,5,19,0,1,1,0,0
-1.269999980926514,0,2.74,73,4.5,18,0,1,1,0,0
-1.529999971389771,0,3.03,52,4,19,0,1,1,0,0
-1.179999947547913,0,1.89,50,4.5,18,1,1,0,1,0
.4600000083446503,1,1.33,6,5,19,0,1,0,0,1
-1.129999995231628,0,2.46,66,5,19,1,1,1,0,0
-.4099999964237213,0,3,58,4,17,0,1,1,0,0
-2.440000057220459,0,3.6500001,100,5,17,0,1,1,0,0
-.4699999988079071,0,1.13,56,5,19,0,1,1,0,0
-1.190000057220459,0,2.5,36,4.5,19,1,1,1,0,0
.4900000095367432,1,1.46,5,4,18,0,0,0,0,1
-1.779999971389771,0,3.7799997,64,4.5,19,0,1,0,0,1
-2.259999990463257,0,3.4000001,81,5,19,0,1,1,0,0
-2.039999961853027,0,3.1400001,90,5,19,0,1,1,0,0
-1.100000023841858,0,3.5999999,85,5,19,1,1,1,0,0
-2.069999933242798,0,3.5599999,78,5,18,0,1,1,0,0
-.3600000143051147,0,2.3599999,16,5,19,0,1,0,1,0
.5299999713897705,1,1.0700001,74,4.5,19,1,1,1,0,0
-1.220000028610229,0,3.78,87,5,19,0,1,0,1,0
-1.360000014305115,0,.69999999,75,5,19,0,1,1,0,0
-1.909999966621399,0,2.5,85,5,19,1,1,1,0,0
-1.769999980926514,0,3.7,65,5,19,1,1,1,0,0
-.9900000095367432,0,4,81,4.5,19,1,1,1,0,0
.3600000143051147,1,2.2,6,4,20,1,0,0,0,1
-2.319999933242798,0,3.4200001,85,5,18,1,1,1,0,0
-1.279999971389771,0,1.9400001,85,5,18,1,1,1,0,0
-1.330000042915344,0,1.46,10,4,19,0,1,0,0,1
-1.5,0,3.6500001,90,4,20,0,1,1,0,0
-1.519999980926514,0,3.0699999,28,5,17,0,1,0,0,1
-.2300000041723251,0,2.55,2,4,20,0,1,1,0,0
-2,0,4,95,4,19,0,0,0,1,0
.3199999928474426,1,1.63,25,4.5,18,1,0,0,0,1
-.1800000071525574,0,2.2,38,4,19,0,1,0,0,1
-1.759999990463257,0,3.3399999,41,5,18,1,1,1,0,0
-1.960000038146973,0,3.8199999,54,5,19,1,1,1,0,0
-.6200000047683716,0,2.26,56,5,19,1,1,1,0,0
.1700000017881393,1,1.3,67,5,18,0,1,1,0,0
-.6399999856948853,0,3.0599999,61,5,19,0,1,1,0,0
-1.429999947547913,0,2.6400001,30,4,19,0,1,1,0,0
-1.25,0,3.3,42,4,19,0,1,0,1,0
-.9399999976158142,0,1.76,65,5,19,0,1,0,0,1
.2700000107288361,1,1.85,70,4,19,1,1,1,0,0
-2.009999990463257,0,3.5,85,5,19,0,1,0,0,1
-.6700000166893005,0,1.3,26,5,18,1,1,1,0,0
-1.429999947547913,0,4,45,4.5,19,0,1,0,0,1
-1.080000042915344,0,2.8099999,18,4.5,19,1,1,0,1,0
-.4099999964237213,0,2,14,4.5,18,0,1,0,0,1
-1.809999942779541,0,3.3,74,4.5,18,0,1,1,0,0
-1.259999990463257,0,3.1500001,35,4.5,19,0,0,0,0,1
-1.980000019073486,0,3.7,46,4.5,19,1,1,1,0,0
-1.659999966621399,0,2.8,89,4,19,1,1,1,0,0
-1.399999976158142,0,2.8299999,50,4,19,0,1,1,0,0
-1.429999947547913,0,2.1500001,85,4,19,0,1,1,0,0
-1.429999947547913,0,2.95,61,4,19,1,1,1,0,0
-.4799999892711639,0,1.3,39,4.5,19,0,0,0,0,1
-1.559999942779541,0,3.22,41,5,19,0,1,0,1,0
-1.299999952316284,0,2.5799999,63,5,20,0,1,1,0,0
-2,0,3.7,70,4,19,1,1,1,0,0
-.2000000029802322,0,.69999999,64,5,18,1,1,0,0,1
-.8899999856948853,0,2.47,36,3.5,18,0,1,0,0,1
-2.029999971389771,0,4,88,5,19,1,1,1,0,0
-.4600000083446503,0,1.7,14,4,18,0,1,0,1,0
-1.740000009536743,0,3.6999998,83,5,19,1,1,0,0,1
-1.539999961853027,0,1.77,28,4,18,0,1,0,0,1
1.039999961853027,1,.77999997,42,5,19,0,1,1,0,0
-2.440000057220459,0,3.3,88,5,20,1,0,1,0,0
1,1,3.1500001,64,4,19,0,1,1,0,0
-.6299999952316284,0,1.75,56,5,18,0,1,0,0,1
-1.179999947547913,0,1.99,58,5,18,1,1,1,0,0
-.6600000262260437,0,1.37,50,4,19,0,1,1,0,0
.3600000143051147,1,.82999998,14,5,19,1,0,1,0,0
-1.179999947547913,0,2.74,40,5,19,0,1,1,0,0
-1.240000009536743,0,2,67,4,19,0,1,1,0,0
-.9100000262260437,0,3.4100001,4,4,18,1,1,0,1,0
1.139999985694885,1,.67000002,1,5,19,1,1,0,0,1
-.5600000023841858,0,2.4000001,63,5,19,0,1,1,0,0
-1.360000014305115,0,3.3800001,38,4.5,19,0,1,1,0,0
-2.019999980926514,0,3.53,89,4.5,19,0,1,1,0,0
-.6000000238418579,0,3,23,5,19,1,1,1,0,0
-.9800000190734863,0,2.22,8,4,19,1,1,0,1,0
-1.159999966621399,0,2.78,75,5,17,0,1,0,0,1
-.5,0,.49000001,8,4,18,1,1,1,0,0
-.9599999785423279,0,0,33,4,18,0,1,1,0,0
-1.580000042915344,0,3.73,86,5,19,0,1,1,0,0
1.309999942779541,1,-2.3841858e-08,3,3.5,19,0,0,0,0,1
.1899999976158142,1,3.0799999,46,4,18,0,1,0,1,0
-.4199999868869781,0,2.7,38,5,18,1,1,1,0,0
-1.429999947547913,0,3,69,4,19,0,0,1,0,0
-.4000000059604645,0,2.5699999,30,4,19,0,1,0,0,1
-.5299999713897705,0,3.6500001,22,4,18,1,0,0,0,1
-.6499999761581421,0,1.51,26,4,19,1,1,0,1,0
-1.029999971389771,0,3.0699999,74,5,18,0,1,1,0,0
-1.370000004768372,0,3.01,70,5,18,1,1,0,1,0
-1.669999957084656,0,3.1199999,69,5,18,1,1,1,0,0
-1.179999947547913,0,2.8699999,81,5,18,0,1,1,0,0
-1.299999952316284,0,2.72,69,5,19,0,1,1,0,0
-.6399999856948853,0,3.6500001,87,5,17,0,1,0,0,1
-.6299999952316284,0,1.4,3,4,19,1,1,0,1,0
-1.610000014305115,0,2.5999999,43,5,19,0,1,1,0,0
-.9200000166893005,0,2.04,56,5,19,0,1,0,1,0
-2.230000019073486,0,3.5,72,4.5,19,0,1,0,0,1
-1.259999990463257,0,2.7,56,4,18,1,1,0,1,0
-1.769999980926514,0,2,90,4.5,19,1,1,1,0,0
-2.430000066757202,0,3.3,56,4.5,19,0,1,1,0,0
-1.409999966621399,0,2.27,89,5,18,0,1,1,0,0
-.7799999713897705,0,3,37,5,19,0,1,1,0,0
-2.069999933242798,0,3.8099999,98,5,18,1,0,1,0,0
-1.539999961853027,0,2.0799999,77,5,19,0,1,1,0,0
-.9700000286102295,0,2.8199999,39,5,18,0,1,0,0,1
-.8399999737739563,0,2.51,28,4.5,18,0,1,1,0,0
.119999997317791,1,2.7,51,4,18,0,0,1,0,0
-1.950000047683716,0,3.0899999,91,5,19,1,1,1,0,0
-.4799999892711639,0,3.6999998,12,4.5,20,1,0,0,0,1
-1.639999985694885,0,1.29,45,5,19,0,1,1,0,0
-.8299999833106995,0,2.0999999,85,5,18,0,1,1,0,0
-1.210000038146973,0,3.98,82,5.5,18,1,1,1,0,0
-1,0,2.23,51,4,19,1,1,1,0,0
-.5799999833106995,0,2.75,33,5,19,0,1,1,0,0
-.75,0,3.1300001,18,4,19,0,1,1,0,0
-1.850000023841858,0,2.9000001,21,4.5,20,1,0,0,1,0
-.2000000029802322,0,2.7,23,4,18,0,1,1,0,0
-.4600000083446503,0,3.7,75,4,18,0,1,1,0,0
-.8600000143051147,0,3,49,4,18,0,1,0,0,1
-2,0,3.3,79,4.5,19,0,1,1,0,0
.2099999934434891,1,2.3,46,5,18,1,1,1,0,0
-.6000000238418579,0,1.4,58,4,19,0,1,1,0,0
-2.160000085830688,0,3.05,65,4.5,17,0,1,1,0,0
.2199999988079071,1,2.6800001,58,4,19,0,1,0,1,0
-1.679999947547913,0,3.03,75,4,18,0,1,1,0,0
-.4000000059604645,0,2.3800001,14,5,19,1,1,0,1,0
-.7200000286102295,0,1.98,53,5,19,1,1,1,0,0
.3400000035762787,1,1.77,8,3.5,20,1,1,0,0,1
-2.140000104904175,0,4,96,4,17,0,1,1,0,0
-2.019999980926514,0,3.4400001,94,5,17,0,1,1,0,0
-.8799999952316284,0,2.75,69,5,18,0,1,1,0,0
-1.100000023841858,0,2.75,58,5,18,0,1,0,0,1
-1.870000004768372,0,3.3,74,5,19,1,0,1,0,0
-.4399999976158142,0,3.2,23,4,18,1,1,0,0,1
-1.360000014305115,0,3.28,46,4,18,0,1,1,0,0
-1.840000033378601,0,3.54,63,5,18,0,1,1,0,0
1.5,1,0,9,4,21,0,1,1,0,0
-2.230000019073486,0,4,93,4,18,1,1,1,0,0
-1.370000004768372,0,2.5699999,70,4.5,19,0,1,1,0,0
-.2800000011920929,0,2.8,13,4.5,19,0,0,1,0,0
-1.700000047683716,0,3.3499999,62,5,18,0,1,1,0,0
.449999988079071,1,2.0899999,14,4,19,0,1,0,1,0
-.8700000047683716,0,.29999995,51,4.5,19,0,1,1,0,0
.1599999964237213,1,1.53,44,4,18,1,1,1,0,0
-1.210000038146973,0,2.78,89,5,19,1,1,1,0,0
-1.330000042915344,0,2.6800001,31,4.5,18,0,1,0,1,0
-.6000000238418579,0,3,22,4.5,20,0,1,1,0,0
-.300000011920929,0,1.79,23,5,19,1,1,0,1,0
