X,Y,T,dopen,presdemvoteshlag1,demvoteshlag1,demvoteshlag2,demwinprv1,demwinprv2,dmidterm,dpresdem
-16.871298,38.583435,0,0,49.086018,31.058702,43.875427,0,0,1,0
-53.423553,,0,0,53.572857,41.56435,31.058702,0,0,1,0
-22.747543,,0,0,53.572857,20.586014,41.56435,0,0,0,0
-6.3711939,46.747425,0,0,35.53035,,,,,0,1
4.5928836,48.609619,1,0,46.610519,45.307243,,0,,1,1
-1.6500294,54.011559,0,0,27.84407,46.747425,49.654655,0,1,0,0
8.163661,59.388329,1,0,24.854977,48.609619,46.747425,0,0,0,0
9.3379946,41.020775,1,1,50.243782,53.644604,48.609619,1,0,1,0
22.012463,55.63559,1,0,50.638622,54.011559,53.644604,1,1,1,1
-7.508719,46.606186,0,1,50.638622,59.388329,54.011559,1,1,0,1
12.810659,39.721718,1,0,51.224625,41.020775,59.388329,0,1,0,1
-19.826927,51.346008,0,0,52.803307,46.606186,55.63559,0,1,1,1
-6.5218925,49.024887,0,0,52.803307,39.721718,46.606186,0,0,0,1
2.9967933,73.195274,1,0,54.661018,46.424698,39.721718,0,0,0,1
-1.516661,43.457664,0,0,45.461353,51.346008,46.424698,1,0,1,0
-12.731796,38.739037,0,0,40.374176,73.195274,49.024887,1,0,0,0
48.84214,62.143604,1,0,60.222157,43.457664,73.195274,0,1,0,1
-21.936161,34.727562,0,1,76.1866,74.259781,43.457664,1,0,1,1
25.153763,69.308723,1,0,63.00919,38.739037,74.259781,0,1,1,0
-28.795755,55.057812,0,0,63.00919,62.143604,38.739037,1,0,0,0
40.301617,60.811089,1,0,54.195698,34.727562,62.143604,0,1,0,0
10.207936,55.054295,1,0,56.11158,69.308723,34.727562,1,0,1,1
22.551838,64.973053,1,0,41.746338,55.057812,69.308723,1,1,1,0
10.124713,57.063515,1,1,41.746338,60.811089,55.057812,1,1,0,0
31.044022,58.074856,1,0,48.432457,55.054295,60.811089,1,1,0,0
14.195374,52.206749,1,0,53.22897,64.973053,55.054295,1,1,1,0
17.064774,72.689064,1,0,47.541626,57.063515,64.973053,1,1,1,0
7.4928226,80.028381,1,0,47.541626,58.074856,57.063515,1,1,0,0
58.240257,69.302467,1,0,61.474197,52.206749,58.074856,1,1,0,0
60.05677,65.858765,1,0,59.803795,72.689064,52.206749,1,1,1,0
34.931324,,1,0,61.935432,69.302467,80.028381,1,1,0,0
-7.1211934,40.2435,0,1,49.12204,44.62516,,0,,1,1
-16.092232,37.680603,0,0,49.12204,46.439404,44.62516,0,0,0,1
-19.512999,41.897251,0,0,39.387276,41.632523,46.439404,0,0,0,0
-24.638796,50.345604,0,0,34.715878,40.2435,41.632523,0,0,1,0
-15.97952,47.665386,0,0,41.022682,37.680603,40.2435,0,0,1,0
1.0791302,45.7659,1,0,41.022682,41.897251,37.680603,0,0,0,0
-4.1939945,45.394653,0,1,48.987934,50.345604,41.897251,1,0,0,1
-8.4681988,49.069138,0,0,49.726288,47.665386,50.345604,0,1,1,1
-9.2106934,41.166813,0,0,53.220852,45.7659,47.665386,0,0,1,1
-1.8617243,38.028996,0,0,53.220852,45.394653,45.7659,0,0,0,1
-16.976374,39.779781,0,0,52.112358,49.069138,45.394653,0,0,0,1
-20.440435,39.654316,0,0,39.077854,38.028996,41.166813,0,0,1,0
-28.143272,40.29063,0,0,39.077854,39.779781,38.028996,0,0,0,0
-19.418739,40.703999,0,0,46.582207,39.654316,35.928364,0,0,1,1
8.1319628,56.880753,1,1,63.638176,40.29063,39.654316,0,0,1,1
13.763666,48.50462,1,0,43.925289,40.703999,54.027603,0,1,0,0
-2.1988094,40.958519,0,0,43.472691,49.655754,56.880753,1,1,1,1
-4.2937131,32.371349,0,1,43.472691,48.50462,49.655754,0,1,0,1
-17.788744,31.394941,0,0,28.350739,47.847012,48.50462,0,0,0,0
-30.589857,45.32692,0,0,30.945169,40.958519,47.847012,0,0,1,0
-33.868736,46.222095,0,1,36.334499,32.371349,40.958519,0,0,1,0
-2.8180063,28.220766,0,1,36.334499,31.394941,32.371349,0,0,0,0
-3.0300884,46.401646,0,0,38.859135,45.32692,31.394941,0,0,0,0
-39.559181,33.716896,0,0,49.324184,46.222095,45.32692,0,0,1,0
-4.4172316,51.589626,0,1,46.803181,28.220766,46.222095,0,0,1,0
-32.461201,36.81102,0,0,46.803181,46.401646,28.220766,0,0,0,0
6.3379169,,1,0,50.242275,33.716896,46.401646,0,0,0,0
-23.217234,,0,1,54.126896,51.589626,33.716896,1,0,1,0
8.8178072,52.167862,1,0,39.042801,,,,,0,1
8.7853756,49.298695,1,0,32.778706,46.243122,52.936085,0,1,1,0
-15.835348,49.168472,0,0,32.778706,52.167862,46.243122,1,0,0,0
-1.2698561,57.12244,0,0,36.459084,41.798248,52.167862,0,1,0,0
-1.1273801,48.611946,0,0,50.15852,49.298695,41.798248,0,0,1,0
14.272488,55.161678,1,0,55.079086,49.168472,49.298695,0,0,1,1
4.231307,57.967918,1,0,55.079086,57.12244,49.168472,1,0,0,1
10.32336,55.112457,1,0,52.96476,48.611946,57.12244,1,1,0,1
15.935842,59.287369,1,0,56.728363,55.161678,48.611946,1,1,1,1
18.574738,59.289581,1,0,58.593403,55.112457,57.967918,1,1,0,1
9.5572023,64.485847,1,0,57.593788,59.287369,55.112457,1,1,0,1
18.579161,68.896683,1,0,49.045593,54.778599,59.287369,1,1,1,0
28.971695,82.730728,1,0,41.740517,59.289581,54.778599,1,1,1,0
37.793358,67.659462,1,1,41.740517,64.485847,59.289581,1,1,0,0
65.461456,67.542244,1,0,63.627708,68.896683,64.485847,1,1,0,1
35.318924,53.682961,1,0,80.871773,82.730728,68.896683,1,1,1,1
36.081493,42.031204,1,0,64.040962,67.659462,82.730728,1,1,1,0
7.9703751,75.112396,1,0,64.040962,67.542244,67.659462,1,1,0,0
-15.708965,48.802139,0,1,46.817009,53.682961,67.542244,1,1,0,0
50.224792,72.552574,1,0,55.442005,42.031204,53.682961,0,1,1,1
-2.3957224,45.407425,0,0,47.682148,75.112396,42.031204,1,0,1,0
45.105145,61.833199,1,0,47.682148,48.802139,75.112396,0,1,0,0
-9.1851559,35.476624,0,0,48.017365,72.552574,48.802139,1,0,0,0
23.666397,63.482224,1,0,55.645145,45.407425,72.552574,0,1,1,0
28.430447,78.392281,1,1,47.036343,35.476624,61.833199,0,1,0,0
-15.731323,53.472424,0,0,59.712929,63.482224,35.476624,1,0,0,0
56.818211,73.404488,1,0,60.997391,41.145206,63.482224,0,1,1,0
7.0330591,,1,0,59.423428,78.392281,41.145206,1,0,1,0
46.808971,,1,0,59.423428,53.472424,78.392281,1,1,0,0
-56.035404,21.933214,0,0,24.441118,,,,,1,1
-50.794697,32.066189,0,0,24.441118,0,,0,,0,1
-35.867622,28.445885,0,1,23.29088,21.933214,23.442741,0,0,1,0
-46.886055,44.849586,0,0,15.671714,32.066189,21.933214,0,0,1,0
-2.671185,33.550587,0,0,41.076069,44.849586,28.445885,0,0,1,1
-31.60944,21.989212,0,0,44.923878,33.550587,34.325047,0,0,0,1
-49.270519,27.672476,0,1,42.962311,34.187977,33.550587,0,0,1,1
-55.999149,33.604439,0,0,36.923836,25.353149,34.187977,0,0,1,1
-44.644665,47.842369,0,0,36.923836,21.989212,25.353149,0,0,0,1
-32.788544,33.066116,0,0,28.207632,27.672476,21.989212,0,0,0,0
-4.3104439,46.52084,0,1,27.809557,33.604439,27.672476,0,0,1,0
-33.867764,0,0,0,41.348522,47.842369,33.604439,0,0,1,1
-6.9498005,40.201035,0,0,41.348522,33.066116,47.842369,0,0,0,1
-99.859573,49.469784,0,0,66.299385,46.52084,33.066116,0,0,0,1
3.0860395,49.759048,1,1,36.587185,40.201035,0,0,0,1,0
-4.6564398,47.225346,0,0,36.587185,49.469784,40.201035,1,0,0,0
1.1684269,63.156635,1,1,42.866005,45.343029,49.469784,0,1,0,1
-3.0416102,29.764982,0,0,38.409153,49.759048,45.343029,1,0,1,0
28.659454,54.162014,1,0,40.638809,47.225346,49.759048,0,1,1,0
-38.204834,40.566536,0,1,40.638809,63.156635,47.225346,1,0,0,0
10.816863,72.215424,1,0,47.578831,29.764982,63.156635,0,1,0,0
-9.7495165,25.425303,0,0,46.11375,54.162014,29.764982,1,0,1,0
49.765457,70.627068,1,0,53.354435,40.566536,54.162014,0,1,1,0
46.084087,64.326164,1,0,50.634712,25.425303,72.215424,0,1,0,0
-67.638016,,0,1,58.937462,70.627068,25.425303,1,0,1,0
33.413837,,1,0,67.455688,0,70.627068,0,1,1,0
-3.3434777,40.628941,0,0,47.776489,49.66608,,1,,1,1
.43396354,39.050053,1,0,42.071808,47.82888,49.66608,0,1,1,0
-21.8999,46.155941,0,0,36.800869,40.628941,49.811058,0,1,0,0
-9.1305103,52.976036,0,0,33.798912,39.050053,40.628941,0,0,1,0
-7.1173549,50.633533,0,0,48.112061,45.357975,39.050053,0,0,1,1
11.580616,44.921928,1,0,48.112061,46.155941,45.357975,0,0,0,1
3.3326178,44.849487,1,0,54.624111,52.976036,46.155941,1,0,0,1
-9.2464981,50.853836,0,1,54.717022,50.633533,52.976036,1,1,1,1
-10.301021,45.508335,0,0,54.375763,44.921928,50.633533,0,1,1,1
2.5763631,56.943409,1,0,54.375763,44.849487,44.921928,0,0,0,1
-8.9833345,46.720886,0,0,48.760723,50.853836,44.849487,1,0,0,1
13.886822,49.286022,1,0,47.875305,45.508335,50.853836,0,1,1,0
-6.5582275,48.255383,0,0,44.621548,56.943409,45.508335,1,0,1,0
-1.4279574,40.881657,0,0,44.621548,46.720886,56.943409,0,1,0,0
-18.236685,50.47514,0,0,60.94973,48.255383,49.286022,0,0,1,1
-18.730911,43.607327,0,1,41.608082,40.881657,48.255383,0,0,1,0
1.3758123,57.955723,1,0,41.608082,40.101833,40.881657,0,0,0,0
-12.206313,44.204544,0,0,39.183323,50.47514,40.101833,1,0,0,0
16.937536,60.110519,1,0,51.984024,43.607327,50.47514,0,1,1,1
-10.967743,37.938667,0,0,44.874146,57.955723,43.607327,1,0,1,0
20.221039,62.679291,1,0,44.874146,44.204544,57.955723,0,1,0,0
-24.122667,42.483253,0,0,39.932121,60.110519,44.204544,1,0,0,0
26.846214,60.040058,1,0,43.477757,37.938667,60.110519,0,1,1,0
-13.331726,55.521881,0,0,43.506653,62.679291,37.938667,1,0,1,0
21.908188,58.21991,1,0,43.506653,42.483253,62.679291,0,1,0,0
11.826599,67.126198,1,0,51.775467,60.040058,42.483253,1,0,0,0
17.416084,64.686516,1,0,54.962124,55.521881,60.040058,1,1,1,0
39.68256,,1,0,53.346836,58.21991,55.521881,1,1,1,0
-17.089155,54.871403,0,0,41.192814,,,,,0,1
-7.1086702,33.669895,0,1,42.678009,38.897404,,0,,1,1
10.824492,41.840485,1,0,28.420383,43.233841,38.897404,0,0,1,0
-16.02672,57.902302,0,0,27.41449,33.669895,54.871403,0,1,0,0
10.562929,45.809372,1,0,49.487202,57.902302,39,1,0,0,1
-7.2826834,47.297852,0,0,51.483959,44.110931,54.898399,0,1,1,1
-18.384892,43.618889,0,0,50.305206,45.809372,44.110931,0,0,1,1
-2.69033,48.46825,0,1,50.305206,40.116737,45.809372,0,0,0,1
-11.888152,51.390903,0,0,45.931252,47.297852,40.116737,0,0,0,1
-.19033551,43.21114,0,1,42.00452,43.618889,47.297852,0,0,1,0
4.4938984,61.910629,1,1,34.228268,48.46825,43.618889,0,0,1,0
-12.476641,36.984344,0,0,34.228268,51.390903,48.46825,1,0,0,0
24.588171,54.015743,1,0,49.958874,43.21114,51.390903,0,1,0,1
-23.035845,34.513077,0,0,65.606674,61.910629,43.21114,1,0,1,1
11.859733,60.660534,1,0,43.966339,36.984344,61.910629,0,1,1,0
-27.94796,55.3232,0,0,43.966339,54.015743,36.984344,1,0,0,0
22.610748,50.937878,1,0,36.774334,34.513077,54.015743,0,1,0,0
12.197095,64.158638,1,1,47.923912,60.660534,34.513077,1,0,1,1
29.276825,50.442772,1,0,38.557991,50.937878,55.3232,1,1,0,0
8.3667545,50.294102,1,0,39.197548,64.158638,50.937878,1,1,0,0
3.0403585,52.67934,1,0,42.598145,53.550903,64.158638,1,1,1,0
3.2723427,50.112946,1,0,42.95396,50.442772,53.550903,1,1,1,0
10.107502,53.876305,1,1,42.95396,50.294102,50.442772,1,1,0,0
9.9286947,56.030117,1,1,56.12561,50.112946,52.67934,1,1,1,0
9.0249653,,1,0,52.923412,53.876305,50.112946,1,1,1,0
14.076117,,1,0,52.923412,53.369141,53.876305,1,1,0,0
-4.9822421,32.902725,0,1,41.274746,,,,,1,1
-15.103719,52.598042,0,1,41.274746,42.05677,,0,,0,1
-19.460436,46.48407,0,0,44.507046,39.214169,42.05677,0,0,0,1
11.587196,49.076385,1,0,26.953062,32.902725,39.214169,0,0,1,0
4.0880737,55.773907,1,0,29.130325,52.598042,32.902725,1,0,1,0
1.1834025,55.340122,1,0,29.130325,46.48407,52.598042,1,1,0,0
17.213249,54.483898,1,0,47.43623,49.076385,46.48407,1,1,0,0
9.5659704,53.05859,1,0,58.845383,55.340122,55.773907,1,1,1,1
6.601757,47.419064,1,0,58.845383,54.483898,55.340122,1,1,0,1
-5.1618724,36.126682,0,1,52.308815,53.05859,53.260578,1,1,1,1
5.0677032,46.71793,1,0,45.007446,47.419064,53.05859,0,1,1,1
-19.085226,48.37487,0,0,45.007446,50.346405,47.419064,1,0,0,1
-6.5641403,40.141609,0,1,43.553535,36.126682,50.346405,0,1,0,0
-2.3740144,53.467186,0,1,38.791801,46.71793,36.126682,0,0,1,0
-17.237839,32.677452,0,0,52.532959,48.37487,46.71793,0,0,1,1
-17.003149,38.224899,0,0,68.559364,53.467186,40.141609,1,0,0,1
-2.1644979,54.157066,0,1,49.756069,32.677452,53.467186,0,1,1,0
-7.0959625,43.536133,0,0,40.296249,36.770977,32.677452,0,0,1,0
9.2718925,65.066017,1,0,40.296249,38.224899,36.770977,0,0,0,0
-1.3465047,38.42297,0,1,51.874344,54.157066,38.224899,1,0,0,1
30.908585,67.019737,1,0,43.921284,43.536133,54.157066,0,1,1,0
-14.604274,47.782677,0,0,45.830708,65.066017,43.536133,1,0,1,0
35.968746,55.19836,1,0,45.830708,38.42297,65.066017,0,1,0,0
-1.2509078,54.617245,0,0,51.619576,67.019737,38.42297,1,0,0,0
13.72863,55.27137,1,0,49.725525,47.782677,67.019737,0,1,1,0
10.535163,71.160866,1,0,59.469604,55.19836,47.782677,1,0,1,0
12.26548,67.00206,1,1,59.469604,54.617245,55.19836,1,1,0,0
46.916508,66.304443,1,0,60.212509,55.27137,54.617245,1,1,0,0
34.098904,,1,0,62.884289,67.00206,71.160866,1,1,1,0
-22.79015,27.188438,0,0,32.489552,,,,,1,1
-26.445475,33.997341,0,0,27.196285,27.188438,37.246834,0,0,1,0
-30.380932,50.777035,0,0,19.079048,43.11031,29.59046,0,0,0,0
-6.284791,44.415611,0,0,33.885036,33.997341,43.11031,0,0,0,0
4.3206005,51.788078,1,0,45.325912,43.177044,33.997341,0,0,1,1
-10.287446,49.98764,0,0,56.881077,50.777035,43.177044,1,0,1,1
4.4251947,39.814377,1,0,56.881077,44.415611,50.777035,0,1,0,1
.63778758,47.738712,1,0,53.22842,51.788078,44.415611,1,0,0,1
-19.442045,47.979218,0,0,51.135319,49.98764,51.788078,1,1,1,1
-3.5597861,50.081764,0,0,46.914665,39.814377,49.98764,0,1,1,1
-3.5950601,48.383148,0,0,46.914665,47.738712,39.814377,0,0,0,1
.39669573,51.064121,1,0,46.851856,47.979218,47.738712,0,0,0,0
-2.8271704,49.11124,0,1,43.303127,50.081764,47.979218,1,0,1,0
2.3664804,45.795029,1,0,51.058846,48.383148,50.081764,0,1,1,1
-1.470387,45.379681,0,0,51.058846,51.064121,48.383148,1,0,0,1
-6.1004934,45.894402,0,0,64.921318,49.11124,51.064121,0,1,0,1
-6.0459256,46.784245,0,0,47.587158,45.795029,49.11124,0,0,1,0
-7.1078005,48.039177,0,0,39.131313,45.379681,45.795029,0,0,1,0
-5.6070032,39.204292,0,1,39.131313,45.894402,45.379681,0,0,0,0
-2.4448128,42.869217,0,1,50.395679,46.784245,45.894402,0,0,0,1
-20.073011,32.445488,0,0,42.475929,48.039177,46.784245,0,0,1,0
-13.566822,46.330196,0,0,45.989178,39.204292,48.039177,0,0,1,0
-2.7727544,34.787468,0,1,48.386742,32.445488,42.869217,0,0,0,0
-2.4822383,45.509087,0,0,45.146164,46.330196,32.445488,0,0,1,0
-26.55423,41.987442,0,0,49.173565,46.920341,46.330196,0,0,1,0
-6.9069891,58.636581,0,0,49.173565,34.787468,46.920341,0,0,0,0
17.353556,,1,0,50.923805,41.987442,45.509087,0,0,1,0
-2.0169883,,0,1,54.650341,58.636581,41.987442,1,0,1,0
-1.6989291,26.819542,0,1,35.339169,,,,,1,1
-28.168396,64.020988,0,1,25.511583,26.819542,44.918388,0,0,0,0
33.290676,56.472076,1,1,42.228146,43.11565,35.36853,0,0,1,0
6.2106519,51.329823,1,0,42.228146,64.020988,43.11565,1,0,0,0
2.9951334,52.607624,1,1,57.713955,56.472076,52.232506,1,1,1,1
-6.8234262,55.066593,0,0,50.979187,51.329823,56.472076,1,1,1,1
5.5501847,45.757095,1,0,50.979187,46.414555,51.329823,0,1,0,1
10.453799,53.572582,1,0,51.522488,52.607624,46.414555,1,0,0,1
-8.125329,45.720066,0,0,50.067566,55.066593,52.607624,1,1,1,1
7.1452856,54.631008,1,0,44.942959,45.757095,55.066593,0,1,1,0
-8.3817902,47.126053,0,0,44.942959,53.572582,45.757095,1,0,0,0
9.4348431,43.899246,1,0,40.288589,45.720066,53.572582,0,1,0,0
-5.7477088,46.592255,0,0,49.981956,54.631008,45.720066,1,0,1,1
-11.047146,37.345684,0,0,59.471138,47.126053,54.631008,0,1,1,1
-24.868763,45.472347,0,0,44.154217,46.592255,43.899246,0,0,0,0
24.929514,56.010605,1,0,40.511887,37.345684,46.592255,0,0,1,0
-7.8663292,50.073059,0,0,47.929417,62.15107,37.345684,1,0,1,1
13.515326,65.125504,1,1,47.929417,45.472347,62.15107,0,1,0,1
1.8617034,65.068398,1,0,41.721714,56.010605,45.472347,1,0,0,0
31.383471,53.268509,1,0,43.296555,50.073059,56.010605,1,1,1,0
30.136803,56.085247,1,0,48.604553,65.125504,50.073059,1,1,1,0
10.211357,47.467419,1,1,48.604553,65.068398,65.125504,1,1,0,0
15.413943,60.334267,1,1,48.579678,53.268509,65.068398,1,1,0,0
-2.9044957,69.968727,0,0,54.315273,56.085247,53.268509,1,1,1,0
22.314199,67.84095,1,0,54.596348,47.467419,56.085247,0,1,1,0
39.310856,,1,0,54.823158,69.968727,60.334267,1,1,0,0
-1.5986085,,0,1,61.918114,67.84095,69.968727,1,1,1,0
-1.6298056,50.86462,0,0,43.071228,42.139961,,1,,0,1
-13.417691,48.956223,0,0,46.471672,46.139042,42.139961,0,1,0,1
-1.0800034,55.567814,0,0,38.686646,50.86462,41.149532,1,0,1,0
-11.180962,51.457672,0,0,38.686646,48.956223,50.86462,0,1,0,0
13.30372,49.841385,1,0,39.589493,44.116116,48.956223,0,0,0,0
3.9805741,49.129696,1,0,54.66774,55.567814,44.116116,1,0,1,1
-1.3218045,43.363014,0,0,56.6343,49.841385,51.457672,1,1,0,1
-1.3154387,46.351028,0,1,49.028999,49.129696,49.841385,0,1,0,1
-11.542013,46.819824,0,1,46.732086,48.914455,49.129696,0,0,1,1
-6.4600286,44.388351,0,0,48.775883,43.363014,48.914455,0,0,1,1
-5.6232986,56.455822,0,0,48.775883,46.351028,43.363014,0,0,0,1
-10.818866,50.303997,0,0,40.992161,46.819824,46.351028,0,0,0,0
14.03231,54.334385,1,1,39.699444,44.388351,46.819824,0,0,1,0
.60798824,51.651001,1,0,44.599411,56.455822,44.388351,1,0,1,1
9.0028582,50.123238,1,0,44.599411,50.303997,56.455822,1,1,0,1
3.5012603,50.729042,1,0,55.978424,54.334385,50.303997,1,1,0,1
.24647713,40.462749,1,0,37.986149,51.651001,54.334385,1,1,1,0
4.2871027,46.214207,1,0,33.336079,50.123238,51.651001,1,1,1,0
-18.299252,45.584435,0,0,33.336079,50.729042,50.123238,1,1,0,0
-7.5715899,38.50972,0,1,45.707798,40.462749,50.729042,0,1,0,1
-8.2486153,31.857145,0,0,37.653194,46.214207,40.462749,0,0,1,0
-36.285709,30.500698,0,0,37.682716,38.50972,45.584435,0,0,0,0
-16.632887,63.718571,0,0,39.686188,31.857145,38.50972,0,0,0,0
-36.851372,31.851116,0,0,36.793907,40.704414,31.857145,0,0,1,0
28.925287,61.648781,1,1,41.549141,30.500698,40.704414,0,0,1,0
-34.713211,0,0,0,41.549141,63.718571,30.500698,1,0,0,0
24.423647,39.999001,1,0,41.012047,31.851116,63.718571,0,1,0,0
-87.356903,,0,0,39.262974,61.648781,31.851116,1,0,1,0
-14.579755,,0,1,49.945911,0,61.648781,0,1,1,0
-16.48488,50.591286,0,0,27.410391,,,,,0,1
-49.650913,20.905853,0,0,22.259174,50.591286,48.463001,1,0,0,0
-44.143589,47.024517,0,0,13.129655,24.604704,50.591286,0,1,0,0
-4.2995424,46.978943,0,0,52.361744,20.905853,27.646923,0,0,1,1
11.484509,47.194206,1,1,52.361744,47.024517,20.905853,0,0,0,1
-5.6672277,31.995836,0,0,56.329018,53.28476,47.024517,1,0,0,1
-2.3577957,48.510277,0,0,49.521866,46.978943,53.28476,0,1,1,1
-2.1738589,50.752037,0,0,50.194424,31.995836,47.194206,0,0,0,1
-1.5928358,53.572041,0,0,47.56559,48.510277,31.995836,0,0,0,1
1.824379,51.731068,1,0,43.974148,49.03764,48.510277,0,0,1,0
7.4836998,64.381897,1,0,44.145824,50.752037,49.03764,1,0,1,0
29.037291,66.826134,1,0,50.850506,51.731068,53.572041,1,1,0,1
-12.054205,46.29285,0,0,66.704559,64.381897,51.731068,1,1,1,1
33.945404,52.455093,1,0,48.183952,43.84272,64.381897,0,1,1,0
-5.9844284,52.138596,0,0,48.183952,66.826134,43.84272,1,0,0,0
5.6133718,57.735477,1,1,41.813728,46.29285,66.826134,0,1,0,0
4.2867513,51.766121,1,0,46.437618,52.455093,46.29285,1,0,1,1
16.882053,60.378613,1,0,42.497414,52.138596,52.455093,1,1,1,0
4.607728,57.479263,1,0,42.497414,57.735477,52.138596,1,1,0,0
21.923824,42.747139,1,0,40.236076,51.766121,57.735477,1,1,0,0
16.249132,58.357323,1,0,45.672077,60.378613,51.766121,1,1,1,0
-9.1283207,49.474754,0,1,43.773685,57.479263,60.378613,1,1,1,0
18.48819,60.608501,1,0,43.773685,42.747139,57.479263,0,1,0,0
1.6138196,56.909977,1,0,51.694824,58.357323,42.747139,1,0,0,0
22.723034,62.664963,1,0,51.277256,49.474754,58.357323,1,1,1,0
15.652349,,1,0,51.230705,60.608501,49.474754,1,1,1,0
28.818836,,1,0,51.230705,56.909977,60.608501,1,1,0,0
3.1115651,47.721317,1,0,40.963097,39.59573,,0,,0,1
-18.346724,46.598541,0,1,51.855259,49.262341,39.59573,1,0,0,1
-3.1784563,39.074459,0,0,38.584118,40.757713,49.262341,0,1,1,0
-21.659872,59.948338,0,0,23.701269,46.598541,47.721317,0,0,0,0
6.642765,46.36134,1,0,34.453381,39.074459,46.598541,0,0,0,0
20.534061,47.627266,1,0,49.878571,52.46764,39.074459,1,0,1,1
-7.2773218,49.702736,0,0,57.997154,59.948338,52.46764,1,1,1,1
-.59452951,42.462086,0,0,52.204365,47.627266,46.36134,0,0,0,1
-14.668065,45.415394,0,1,49.817162,49.702736,47.627266,0,0,1,1
